acc_x_mean,acc_x_std,acc_y_mean,acc_y_std,acc_z_mean,acc_z_std,acc_sma,dom_freq,spectral_energy,activity,sample_id,window_idx
5.998683976103561,-3.568651758510657,3.9181413355499806,5.503680749692456,4.7128291595691705,3.455712018439247,1012.9096936850561,0.0,23085.937582972205,jumping,jumping_01,0
8.285084910163976,-6.682331862699503,1.5816044058613103,6.099799219672134,5.1310975628912185,1.4329183249305628,1114.2080437943787,0.0,30496.881307594187,jumping,jumping_01,1
6.400945540780973,-6.661639374238674,2.038757407106459,6.660278522612371,6.05712611863064,2.100048036620098,1000.9504430549729,0.0,27441.55318990561,jumping,jumping_01,2
6.345711232285307,-6.697786994579465,2.217096715591697,6.677014826417079,5.8466410672828815,2.3314701704836507,997.9540382862626,0.0,27309.72292750684,jumping,jumping_01,3
6.556249447957133,-6.514074412484963,2.201602270506849,6.626164505935411,5.564521067429972,2.306981201722933,987.0804965614344,0.0,26716.875081189817,jumping,jumping_01,4
6.601796204732223,-6.698211487646055,2.163735550762427,6.479684829086986,5.4330708336838995,2.248892183658695,993.1906740461508,0.0,26763.439804518643,jumping,jumping_01,5
6.473742420888609,-6.825923856686462,2.0351953484644794,6.187900336874049,5.458350564883949,1.890586235316548,980.0483809547643,0.0,25967.59824254748,jumping,jumping_01,6
6.494551198350059,-6.964583747389943,1.6041851479447249,6.113562998661463,5.555020157263528,1.4292567204740332,988.7205978287506,0.0,26063.918921701268,jumping,jumping_01,7
6.46681016006253,-7.122032689551513,1.32876281395103,6.749522814523629,6.016327664045102,1.178481911730061,1016.0737158761328,0.0,27995.575936441015,jumping,jumping_01,8
6.437998069205669,-6.934680988767532,1.3169754441037322,7.49583824232457,6.4696433069021975,1.3675748054125538,1030.4397478298354,0.0,29652.706477453954,jumping,jumping_01,9
6.643230946809806,-6.965872339753791,1.489591007581865,7.322744845930678,6.49549382200858,1.581239408762319,1034.484602124398,0.0,29935.376549161065,jumping,jumping_01,10
6.773558228888144,-6.982558627095488,1.4482287090610375,6.996660248501568,6.489031328329995,1.4487616989907728,1030.7709446367908,0.0,29531.7094928045,jumping,jumping_01,11
8.448502334004099,-6.8049262441468965,1.3462769513916826,6.935753886957685,5.597895866254491,1.4719749482775248,1139.5909045181568,0.0,33027.07716260647,jumping,jumping_01,12
5.249620216738696,-3.3271050882158857,4.068020569050045,6.754973869531218,4.8542641705554,3.1963241760914176,984.7145446008851,0.0,23118.321197810586,jumping,jumping_01,13
5.321799208720525,-2.972591193185912,4.644219498968486,6.850013154426031,4.486752135456451,3.0815001199318246,921.8522760758236,0.0,21976.232538211207,jumping,jumping_02,0
7.427590346998638,-5.918649815549754,3.3021194307942583,7.094993411655916,5.004991833401391,2.798456931815132,1030.194785459347,0.0,28968.041363795244,jumping,jumping_02,1
6.501253782498716,-6.581893719808019,2.7730442890615175,6.186629973333503,5.779400815454097,2.623540696971791,979.65086994617,0.0,26705.844516144538,jumping,jumping_02,2
6.605889945319205,-6.608850756979952,2.6420719930619905,6.239732258868462,5.843716029899919,2.518443890893497,1005.6241520747807,0.0,27413.334020930004,jumping,jumping_02,3
6.536381792841536,-6.795874623591175,2.486476582710189,6.287641919923883,6.086557139945419,2.1950450511975794,1025.8448471176844,0.0,28102.157940305256,jumping,jumping_02,4
6.587534422751027,-7.029215634951011,1.976279663467648,6.48838716977615,6.321237288487109,1.843545262099448,1022.4333974265546,0.0,28593.29167733497,jumping,jumping_02,5
6.6472295614881345,-7.027421001156773,1.6648818946848012,6.561606550327067,6.42814665964392,1.5643112618307453,1023.9216607232042,0.0,28723.097308951226,jumping,jumping_02,6
6.591705201212505,-7.223511594940316,1.4592471789531034,6.346123386028823,6.362331589722059,1.5420661077123343,1024.9448616566606,0.0,28519.266126609502,jumping,jumping_02,7
6.392433221442531,-7.497086483496006,1.2746463493265288,6.162083106978748,6.546707374888239,1.6007630148755396,1026.1661069482373,0.0,28663.11756265419,jumping,jumping_02,8
6.194671880867746,-7.382356376885766,1.211769805035808,6.504975460253796,6.867485434072364,1.5193830703959421,1026.9452976596758,0.0,29079.243067186177,jumping,jumping_02,9
6.3592222617431124,-7.4180251484115916,1.388025962418378,6.968964222579902,7.060504339515443,1.6133340965376115,1051.30886336201,0.0,30806.98968701284,jumping,jumping_02,10
6.32394474217988,-7.423612923634173,1.3094601122417835,6.649054487569035,6.835775181264914,1.535839223331767,1036.707172641165,0.0,29677.410879698346,jumping,jumping_02,11
6.096889448211049,-7.207402363805232,1.1119948429822206,6.383446592606097,6.550898927365461,1.2979446491091886,1000.3149283367578,0.0,27501.57634426047,jumping,jumping_02,12
6.575639793066063,-7.282033063090322,1.0214648701255258,6.676795201604602,7.129293588961471,1.5386386321427943,1044.8874139422246,0.0,30341.211114487676,jumping,jumping_02,13
8.19607017625763,-5.880882810036924,2.627849490278297,6.889437822626732,5.92523892826706,2.478847210918397,1145.7546736061877,0.0,32800.63670889161,jumping,jumping_02,14
5.945248857540351,-4.213129218065679,3.585674933712892,5.68232391783713,4.274581071040695,2.448189437619967,930.3343628082033,0.0,20870.89948553261,jumping,jumping_03,0
6.302333827121089,-6.4133417122442316,2.8562326252159447,5.789971297782852,5.360363605000859,2.814634878961378,975.1932325849175,0.0,25365.346982036615,jumping,jumping_03,1
6.301655562542793,-7.024942056097165,3.1439952323533067,5.925500963988378,6.2537577635176955,3.050440803475087,1018.1655398765795,0.0,28535.88070241955,jumping,jumping_03,2
6.447561845737227,-7.334484763518728,2.4631133138230354,6.357587361354869,6.42992640702212,2.6293206131086153,1045.616540395491,0.0,29864.336395718146,jumping,jumping_03,3
6.422284620074376,-7.219028071585027,1.3870410311101662,6.191252314467771,6.316604450852695,1.9479622951758178,1031.881741486479,0.0,28308.987009354383,jumping,jumping_03,4
6.31619527364018,-7.149882451640536,0.8567679715860221,6.20203210545087,6.392878379261408,1.0871985450793618,998.8201423479948,0.0,27131.407955109564,jumping,jumping_03,5
6.632363565491907,-7.277455845490248,0.8832914420977386,6.529861311457456,6.268292767717229,1.1786754705447535,1026.4930251341823,0.0,28567.174165912515,jumping,jumping_03,6
6.54430345857911,-6.9890164979780565,0.6903172472275493,6.4289159798059625,6.182186223556631,1.2524031696634677,1004.931830432082,0.0,27354.51729666039,jumping,jumping_03,7
6.451580063844419,-7.069884501743328,0.7784800772705689,6.428786860051086,6.5320982351522,1.270626794209303,1006.2153829738066,0.0,27831.547714231547,jumping,jumping_03,8
6.624842203400954,-7.140034672557235,0.6647620854165518,6.7479705950334825,6.581734463042069,1.010241183521159,1010.8417035458392,0.0,28654.57187715842,jumping,jumping_03,9
6.762816241820051,-6.903099949913796,0.5255901360921938,7.0986282700322025,6.371800904725657,0.872882341836647,996.1647671598167,0.0,28379.915568136843,jumping,jumping_03,10
6.643046713368308,-6.987076878698185,0.7556681916719735,7.080379271790108,6.3485078855995685,1.0118131074321044,1007.8308136555476,0.0,28572.732668762335,jumping,jumping_03,11
6.560884052821708,-6.989857944876257,0.8631699833303991,7.249962699816756,6.542471969926826,0.943955745213223,1014.7445684885528,0.0,29102.617806100134,jumping,jumping_03,12
6.794797537688429,-6.985626710484726,0.815886055316889,7.343867201889314,6.742078190160041,1.0131626249240013,1024.026465877075,0.0,30000.75014325835,jumping,jumping_03,13
8.725350716499367,-7.507355699334481,2.029087907587639,6.774642431813383,5.517634742995922,2.1089596400960238,1211.9961914494354,0.0,36360.01017513521,jumping,jumping_03,14
6.34612668418523,-3.6258000394310614,3.647968392188877,7.231101711685811,4.359532071007585,3.4567803069714396,1004.3620376713266,0.0,25034.924583304164,jumping,jumping_04,0
7.93737335800372,-6.037399702601963,2.027879431100581,7.331322516312614,5.140360347077897,2.4349478638786635,1081.8879266325496,0.0,30599.540949098908,jumping,jumping_04,1
6.949217688217007,-7.007935515219214,2.181927956377316,6.781275182627496,5.9388136478358255,1.8872088235971556,1056.3195795053741,0.0,29781.553467886053,jumping,jumping_04,2
6.576689674048637,-7.352298050479154,1.8168412267484448,6.847908409334031,6.303437273314269,1.4312955620127326,1042.685510778419,0.0,29720.86084070365,jumping,jumping_04,3
6.330883043611215,-7.234014990701895,1.759306228672615,7.002161858081031,6.38355952296778,1.20907695802785,1021.8932507657312,0.0,29036.149202570294,jumping,jumping_04,4
6.684445284156486,-7.405311765139828,1.7453345123659632,7.476248246983388,6.585226697874608,1.5515566595621917,1085.1182589147393,0.0,32112.797336639494,jumping,jumping_04,5
6.923115738413551,-7.622105370943594,1.228453098382387,7.469900400113993,6.857768509313271,1.5860580283495866,1105.099126568143,0.0,33410.58394079251,jumping,jumping_04,6
6.851013780242265,-7.579599570482969,1.0805875300759016,7.2869485826708855,7.005951246451758,1.1692048299470827,1084.994656064453,0.0,32592.31481374338,jumping,jumping_04,7
6.8727123058504525,-7.430943962713384,1.3499522866925808,7.060770796628868,6.66380291403108,1.3734764592499948,1076.1876468864236,0.0,31540.36227821993,jumping,jumping_04,8
6.887629667936702,-7.298263142807315,1.1744046065993983,7.083072043508216,6.405062696977136,1.5926573615314366,1061.3923058774496,0.0,30763.935335291702,jumping,jumping_04,9
6.7803212579415,-7.199903601498315,1.1237761630403875,6.822584009971743,6.431988888273925,1.6264703017119935,1045.7179212972817,0.0,29818.846907751427,jumping,jumping_04,10
6.656773701347787,-7.182410601187836,1.164750228927593,6.682051240942919,6.320332674258499,1.439633862280151,1040.5756648458482,0.0,29145.519750342024,jumping,jumping_04,11
6.596167592388211,-7.057631844899269,1.2108498313040896,7.364420659901831,6.503111276183901,0.9641973183309325,1058.629116571383,0.0,30351.691035239273,jumping,jumping_04,12
6.463234504214441,-6.780857487158342,1.1885983967551528,7.981637709789264,6.883103468802893,0.9473617255334379,1072.0844250289101,0.0,31523.199794326512,jumping,jumping_04,13
7.682915477590128,-6.519943167464902,0.49529314206706154,8.537340587325108,6.561974629754064,1.126460591515089,1126.7373212102843,0.0,34504.13026912763,jumping,jumping_04,14
5.352251827867344,-3.9534943675001464,2.688824179497632,7.408966635622739,5.420744824402876,3.3214881475322966,953.6126665752323,0.0,23719.96190746007,jumping,jumping_04,15
7.7891467589922625,-4.308701642384433,4.017756161472826,7.876049199689972,5.105311731534781,3.6837108062192687,1130.383676491357,0.0,32413.827782214623,jumping,jumping_05,0
8.019176462081948,-6.23998293957927,2.401224716444208,7.023461169925026,6.192525667570576,2.2155868951963487,1114.7545132419884,0.0,32508.51598496569,jumping,jumping_05,1
6.693508888133849,-6.342338036030832,2.4313087279748435,7.22514257444831,6.562396426828925,1.873892752545532,1030.7136034815771,0.0,29512.28939344142,jumping,jumping_05,2
6.499980302772137,-5.939580960401494,1.8964343122159593,7.458539654694937,6.359175501684437,1.6204582256413758,974.0385945133253,0.0,27385.2948152641,jumping,jumping_05,3
6.635333453841282,-5.929201487616419,1.3959144260546175,7.690095599026662,6.628956577837781,1.181376840027416,969.5758239455902,0.0,27870.85370926196,jumping,jumping_05,4
6.207471403885972,-6.350740074650432,1.1572409360646034,7.454492918718162,7.2073009905664485,0.9400874917187952,985.7105992639474,0.0,28485.75122000747,jumping,jumping_05,5
5.95737459503039,-6.744977273206895,1.1549568741154301,7.425052290682789,7.68203036805513,0.95040260191125,1013.891174939839,0.0,29922.629268059787,jumping,jumping_05,6
6.0795837637375705,-6.747294596189426,1.0257807054434611,7.644408191779304,7.877590077372129,0.9777313728205865,1022.1386871765177,0.0,30847.10012869278,jumping,jumping_05,7
6.277839077053347,-6.627985775207329,0.9794862377222138,7.441508733121213,7.741262156521941,0.9238847818919238,1021.8287244366192,0.0,30392.079771824487,jumping,jumping_05,8
6.399977228406704,-6.798525754748044,0.8698408842613601,7.117123198071253,7.696381168698057,1.065819474644557,1031.2793509435712,0.0,30439.781101928576,jumping,jumping_05,9
6.299312517498478,-6.785498160379704,0.6847793172028932,7.284072705105179,7.510687774514108,1.0329166668281813,1027.1968365549887,0.0,30133.972046645125,jumping,jumping_05,10
6.506083291437891,-6.71060008962046,0.7927191805922322,7.53192452616128,7.35235852239824,1.3331228187295947,1039.2569806150238,0.0,30764.088927735385,jumping,jumping_05,11
6.586313881045866,-6.799572601011305,1.0975427402352744,7.625478159195755,7.435645630866017,1.598835970542364,1061.8590454561877,0.0,31863.410784605112,jumping,jumping_05,12
6.492492208116208,-6.80101977665015,1.2089162518580754,7.895024582473076,7.943446893105692,1.628933980106197,1062.7641332913106,0.0,32985.90357971233,jumping,jumping_05,13
7.414848286809042,-6.693735521700647,0.8151307447691156,7.988546430398072,8.365995363960206,2.0561604764423134,1113.2272379396209,0.0,36127.59503071977,jumping,jumping_05,14
8.117699198916348,-4.950715278811527,3.3793816199206343,7.995251924109633,6.5498219205718184,3.8096195866136067,1183.543568707304,0.0,36242.47693547441,jumping,jumping_05,15
6.068148405864985,-3.4849498008537774,3.9689857997376508,4.587195875952823,5.289447843509898,3.8045458434808763,1074.177551663938,0.0,24348.14521144673,jumping,jumping_06,0
8.361475575752932,-7.277483058606529,0.6719752938458414,4.772439966998318,5.355396829703544,0.9757959984640082,1145.553573537222,0.0,30653.18687347633,jumping,jumping_06,1
6.647496974829472,-6.951092352077008,0.7739119556534922,6.4450122243345564,6.5286597774487864,0.9218794502191743,1001.0857670073856,0.0,27755.082302185645,jumping,jumping_06,2
6.721920659859674,-6.635467862239992,0.6464941501335213,7.028723977495267,6.514612047369414,0.8387910352865777,995.6709186273469,0.0,28049.267940261798,jumping,jumping_06,3
6.619187923054201,-6.519021710917128,0.7540019793868667,7.145677737942919,6.474447657510241,0.6289274052073138,990.4442586327957,0.0,27754.023417912944,jumping,jumping_06,4
6.308217672179595,-6.544505902791791,0.7573313849667708,7.176234319789819,6.487858531233034,0.815236757246835,980.7240008918026,0.0,27283.16990102577,jumping,jumping_06,5
6.207495542807561,-6.487248889048292,0.5927825336052914,7.436913757691352,6.3221887369057725,0.779943334113596,990.3189887295339,0.0,27415.000834907154,jumping,jumping_06,6
6.234583952849863,-6.455087783812273,0.5359363798992802,7.488815612403094,6.723753261679299,0.615705883946452,1013.7603338698581,0.0,28447.967090277798,jumping,jumping_06,7
6.152649447660554,-6.662612252012647,0.6259572630879855,7.711859948919746,6.918314150898524,0.7498653541082603,1044.4270758893094,0.0,29881.23105892987,jumping,jumping_06,8
6.448379116753737,-6.634056981615346,0.6032148754845063,7.883163705473019,6.7523170913209,0.8022039218039696,1035.5857892169033,0.0,30071.78961263877,jumping,jumping_06,9
6.691871474412355,-6.733294156379998,0.5842656594221339,7.484807125855938,6.611694468602766,0.9464402043377879,1019.8368328087863,0.0,29423.79530232516,jumping,jumping_06,10
6.3994017490985415,-7.034845715285176,0.9510457902732823,7.261380871972322,6.747487211650365,1.3579417762821657,1045.591961715395,0.0,29996.133971921332,jumping,jumping_06,11
6.246109999490507,-7.124579590679419,0.8829847857393701,7.32059344126354,6.900598042674852,1.2693465821405945,1051.7576093357197,0.0,30317.334135264315,jumping,jumping_06,12
6.417367528333808,-7.353997440952243,0.2625971752585787,7.275156028554874,6.957268025296038,0.8530621934449185,1071.7795665104197,0.0,31143.83215778979,jumping,jumping_06,13
6.449318684712805,-7.605257456012145,-0.11615160203567057,7.66726607356986,7.465468568299391,0.9362223588472377,1123.4186163067711,0.0,34016.54049511608,jumping,jumping_06,14
7.719526848859257,-6.792833797840609,-0.38792730858455404,7.291948622331313,7.9811039466456535,1.6675757184730302,1167.1757239045594,0.0,36088.35326496559,jumping,jumping_06,15
5.565891293413712,-3.797627085548205,4.338611954089367,5.836921613958587,6.152919476766528,5.29788958451397,1091.1561081025964,0.0,28284.03926361852,jumping,jumping_06,16
8.204768310893666,-4.408683551456591,2.3402575829414407,1.9143306902711197,2.3171235423890875,2.5129550025228555,1018.7218011387278,0.0,21133.09094787876,standing,standing_01,0
6.38199188251688,-7.317280355125967,0.4019262246561773,2.6046570166622045,1.1251230412728823,2.1694010528379444,1014.4681249409886,0.0,21007.140535686198,standing,standing_01,1
4.453666848365707,-8.237030636180531,-1.6992620927366344,1.2974958796404537,0.6969912978185846,2.891374155334642,990.7599601938294,0.0,19924.118975305963,standing,standing_01,2
3.526139892712988,-8.593159357706705,-3.5670882644075337,0.7357559222963188,0.6183002692869317,0.6172089163699491,990.1463327335907,0.0,19833.066799919146,standing,standing_01,3
3.465153133026277,-8.81901824835575,-2.903723509624751,0.5830883615146818,0.2608582791632733,0.41548934274652904,983.8227335824208,0.0,19557.504414924824,standing,standing_01,4
4.130147827996148,-8.535332756813126,-2.478060910196015,0.362710347605599,0.21224857733147515,0.2902652438707454,971.4978308820002,0.0,19068.26864195054,standing,standing_01,5
4.551636609164151,-8.281264545941594,-2.3724730785446937,0.16984321344637748,0.09391433735224078,0.026917335645046135,964.7480676452205,0.0,18802.814402158743,standing,standing_01,6
4.745500569391733,-8.175299095385002,-2.4022519371726294,0.06501854448300969,0.03993250007745348,0.02460086378774592,965.6045827223872,0.0,18836.223852900406,standing,standing_01,7
4.8153395315613405,-8.129912472734548,-2.412767369337756,0.034416334911231944,0.02014346557798569,0.04311834063361287,965.4784163802791,0.0,18831.321019237155,standing,standing_01,8
4.856126298808088,-8.114268514845106,-2.4039725438512938,0.028545574191857145,0.010506963846096715,0.044607991521759496,965.9731481588159,0.0,18850.62037879183,standing,standing_01,9
4.906043259784429,-8.096755933279942,-2.3967351552211875,0.03372606801787675,0.016903280150907248,0.02234111814003588,966.8246421384459,0.0,18883.84296750747,standing,standing_01,10
4.957129396573461,-8.060847003050524,-2.39046908629061,0.034013714749192944,0.024393701356017768,0.018633732322820402,966.2858617456956,0.0,18862.81360592967,standing,standing_01,11
5.01043617364132,-8.02292586817886,-2.3662916096774014,0.0360383369952597,0.024496539457967533,0.03360210149558774,965.308246080918,0.0,18824.66656476547,standing,standing_01,12
5.069303551105538,-7.995092656877306,-2.3589620903284865,0.039613172140428074,0.023550135774649514,0.024596157277545598,965.8796108250572,0.0,18846.959739963317,standing,standing_01,13
5.046624588243889,-8.007156511749884,-2.3646858292396624,0.07456726517522172,0.03863964250618258,0.022289931168315815,965.856548012899,0.0,18846.06306426073,standing,standing_01,14
5.02539885646165,-7.985640737745497,-2.4093050186080163,0.060815540578487745,0.05470238372772316,0.07383778248734052,964.1285558832454,0.0,18778.688575780994,standing,standing_01,15
5.195532476059114,-8.585560957590738,-2.6413287538470644,0.5505225757264096,1.5532787622217565,0.4706757147154842,1029.301146063372,0.0,21652.630168552987,standing,standing_01,16
5.503078174109411,-7.327094865567757,-1.245116754312708,1.0141498695012443,3.2975994597143474,2.86434241335783,992.5857121045993,0.0,20408.888566023255,standing,standing_01,17
5.35954054738536,-5.624376442095246,2.4770608878496923,2.3917606680206194,4.101552163793875,3.5942642045304103,961.1461990003153,0.0,19424.922250641946,standing,standing_02,0
3.2806187597188083,-9.432748529646132,-1.1963554316698903,2.295343671629754,2.9753095792321433,1.6348267829849712,1036.9845135670876,0.0,22540.32167440618,standing,standing_02,1
1.892565597187389,-9.92361256570527,-2.2108487793893525,0.40460007203531684,1.4745824559336003,0.5279865404279652,1026.1375782191585,0.0,21482.139046436674,standing,standing_02,2
2.150040262877339,-9.355509083680433,-2.2325443137775767,0.02575048860016748,0.05520860435977996,0.12295836911452206,975.766930163996,0.0,19235.36386969579,standing,standing_02,3
2.1493997742431334,-9.283579363967434,-2.13805501388781,0.013491615672670432,0.03561439334162174,0.0166075553270063,966.8420758021585,0.0,18884.65781917471,standing,standing_02,4
2.1548878568591494,-9.264473019224225,-2.1224291517276956,0.019921469441815824,0.021786013396092135,0.017417831621874744,964.8278935146515,0.0,18805.966573593614,standing,standing_02,5
2.192724357951771,-9.27070431757455,-2.0934947211332995,0.030789623767310703,0.011158923765928867,0.027455932711320814,965.6353982228084,0.0,18837.420234199595,standing,standing_02,6
2.2471323808034263,-9.26313462883535,-2.0697930942882192,0.03356888819968973,0.008374601534155592,0.015697501572002077,965.6467044215285,0.0,18837.859467416518,standing,standing_02,7
2.2848450126069966,-9.262820407597706,-2.0638488037417635,0.02580326459994054,0.00646569634369385,0.012291755362976666,966.3567071325049,0.0,18865.568893530814,standing,standing_02,8
2.2998938126997515,-9.261910977989736,-2.0493785660676282,0.021763580121848446,0.009078235519404097,0.01739923727511394,966.3194408519124,0.0,18864.111612780493,standing,standing_02,9
2.322403573026561,-9.252966572539975,-2.017941051059299,0.04170920992459256,0.02102329421922176,0.03155292389764184,965.369737194656,0.0,18827.05750237436,standing,standing_02,10
2.3708748408038205,-9.221979227933017,-2.0964812305238514,0.06500172345727089,0.035859465183394064,0.31893477329155184,965.7631321191035,0.0,18842.86815174382,standing,standing_02,11
3.1447188264191754,-9.871323966016673,-2.241037024392022,1.2956454055865447,1.448271907158612,0.5697529553814229,1056.8802040151838,0.0,22811.8262769333,standing,standing_02,12
3.9154479009936556,-6.428633774771835,1.3826919248459315,1.7575200565137878,4.46287703513665,4.569019443887337,969.5208386515498,0.0,19637.348942891284,standing,standing_02,13
5.821884031849678,-4.1130052736132505,3.524719906575752,3.2225435126451485,4.366368857778318,3.021627987619124,983.5906601826208,0.0,19851.86351943886,standing,standing_03,0
4.9565568849293875,-8.614010430345632,0.5450786502674373,2.7870554743047404,2.989722898798809,1.3550183340469715,1038.4163092538079,0.0,22535.17171291002,standing,standing_03,1
2.40210238249615,-9.45936117268572,-0.9002028408676687,1.1110043791218212,2.6826372820300133,1.034974587447457,983.3277887566702,0.0,20217.637926613897,standing,standing_03,2
2.070416986340224,-9.415260093380706,-1.6646839994372744,0.16431722251335146,0.08017610167787113,0.08441695895756837,968.7054123575588,0.0,18957.490782664692,standing,standing_03,3
2.234329869048764,-9.335109623995693,-1.7560312157929545,0.05749082267220048,0.02194165221177974,0.043154794786738816,966.0783180959168,0.0,18854.700458638148,standing,standing_03,4
2.275131724097512,-9.307293044196236,-1.787276879705564,0.027362881247634106,0.013490739194333794,0.024288069381621955,964.9205708322497,0.0,18809.54765829949,standing,standing_03,5
2.264087580671214,-9.297877321339618,-1.7995189452412153,0.01889959204699134,0.006014416324659496,0.01241715057256098,963.9944291823298,0.0,18773.44748396967,standing,standing_03,6
2.2764943079514937,-9.289585518114494,-1.8297494818465878,0.019554470515516884,0.013520066125829028,0.028394468542027804,964.059281059452,0.0,18775.97262332358,standing,standing_03,7
2.3072067294457947,-9.278473372411247,-1.888627417159803,0.01622312291874647,0.013527222640110637,0.04061483022670763,964.8417148895027,0.0,18806.473370890828,standing,standing_03,8
2.3139969628266615,-9.277961268569484,-1.9410565224560825,0.011327823229529691,0.008422534574047187,0.025283641247564097,965.9658031171208,0.0,18850.315763193445,standing,standing_03,9
2.2944616139537155,-9.283203144266148,-1.960238379661483,0.0152235367933756,0.004204533475114962,0.007482345879307695,966.3801517665546,0.0,18866.478569883166,standing,standing_03,10
